Power,Var2,Var3,Eta
"{'last_value': 205.69896666666665, 'MaxScala': 0     43.30
1     19.60
2    926.64
3    997.44
4    259.30
5    248.00
6    100.00
7       NaN
8    400.00
9    250.00
Name: potenza_installata_kWp, dtype: float64, 'inf': 0.0, 'sup': 0.0}","{'last_value': 0.10041509000000001, 'MaxScala': Series([], Name: Var2_max, dtype: float64), 'Media': Series([], Name: Var2_media, dtype: float64), 'Dev': Series([], Name: Var2_dev, dtype: float64)}","{'last_value': 26.61722833333333, 'MaxScala': Series([], Name: Var3_max, dtype: float64), 'Media': Series([], Name: Var2_media, dtype: float64), 'Dev': Series([], Name: Var2_dev, dtype: float64)}","{'last_value': 0.007845150702044829, 'MaxScala': 100, 'Media': 0, 'Dev': 0}"
